Year,Month,Day,Tmax(¡C),Tmin(¡C),PrecTotal (mm),Tavg
2095,5,22,15.97687149,8.620792389,0.958624899,12.29883194
2095,5,23,15.37491226,3.956882238,0.164642096,9.66589725
2095,5,24,14.63879776,2.674686193,0,8.656741977
2095,5,25,14.72436905,10.02710342,3.380978107,12.37573624
2095,5,26,13.9329567,6.276767731,0,10.10486221
2095,5,27,14.74518204,6.268222809,0,10.50670242
2095,5,28,17.95297623,6.679965973,0.051079012,12.3164711
2095,5,29,19.70480728,10.94699478,0,15.32590103
2095,5,30,20.75003433,12.40216446,0.053879611,16.5760994
2095,5,31,16.94534683,5.71188736,0,11.3286171
2095,6,1,13.12399673,4.480106354,0,8.802051544
2095,6,2,15.51181412,3.523746252,0.092667386,9.517780185
2095,6,3,15.75314713,7.541416168,3.330530167,11.64728165
2095,6,4,16.06534195,5.997776031,0,11.03155899
2095,6,5,14.59897232,6.245029449,0,10.42200089
2095,6,6,13.14505386,6.769382477,2.837788105,9.95721817
2095,6,7,16.98169327,7.423984528,0.118676946,12.2028389
2095,6,8,16.31537247,8.731845856,0.104400322,12.52360916
2095,6,9,20.36951065,11.22208023,0,15.79579544
2095,6,10,21.2912941,12.05881119,0,16.67505264
2095,6,11,19.51904678,10.66971207,0,15.09437943
2095,6,12,16.9904213,9.020420074,0.009102678,13.00542068
2095,6,13,15.87213516,8.388065338,0,12.13010025
2095,6,14,14.68188858,7.741184235,0,11.21153641
2095,6,15,15.67663956,6.681674957,0,11.17915726
2095,6,16,23.04245377,10.07040787,0,16.55643082
2095,6,17,21.25452042,13.26672745,3.866127968,17.26062393
2095,6,18,20.92718887,11.49527359,0.116730645,16.21123123
2095,6,19,20.02762222,7.444187164,0,13.73590469
2095,6,20,19.68268204,9.095890045,0.157036871,14.38928604
2095,6,21,15.90539932,5.737918854,0.002506992,10.82165909
2095,6,22,18.63388443,4.030185699,0,11.33203506
2095,6,23,18.65088272,10.18094254,0.281639397,14.41591263
2095,6,24,19.7366066,10.46878433,0,15.10269547
2095,6,25,20.10846329,6.132541656,0,13.12050247
2095,6,26,21.14328384,13.45999527,0.49517566,17.30163956
2095,6,27,20.81906509,10.06534195,0,15.44220352
2095,6,28,22.03567886,8.00976944,0,15.02272415
2095,6,29,23.59271622,12.62622452,0.192569777,18.10947037
2095,6,30,21.29776382,11.21246719,0,16.25511551
2095,7,1,19.56753922,10.64453506,0,15.10603714
2095,7,2,20.06042862,11.30163956,37.35952759,15.68103409
2095,7,3,18.93106461,9.692234039,0,14.31164932
2095,7,4,21.18771744,8.31445694,0,14.75108719
2095,7,5,24.17694473,13.2187233,0.258908451,18.69783401
2095,7,6,21.11417007,12.054142,0.901833892,16.58415604
2095,7,7,21.33511734,9.062168121,0,15.19864273
2095,7,8,23.22217178,11.78918839,0,17.50568008
2095,7,9,22.72668839,13.07007217,0,17.89838028
2095,7,10,25.11035538,11.83270645,0,18.47153091
2095,7,11,26.41531754,16.53784561,0.794399381,21.47658157
2095,7,12,25.86700821,15.92087173,8.59923172,20.89393997
2095,7,13,21.02542496,10.84369278,0,15.93455887
2095,7,14,21.67950821,13.45648575,19.6437397,17.56799698
2095,7,15,21.30994034,11.40176773,0,16.35585403
2095,7,16,21.25729752,11.58475113,0.967991352,16.42102432
2095,7,17,22.22244644,11.2404213,0.039781135,16.73143387
2095,7,18,24.41418839,12.22906876,8.852386475,18.32162857
2095,7,19,19.95151138,13.2597084,0,16.60560989
2095,7,20,24.41183853,9.882297516,0.156612843,17.14706802
2095,7,21,23.95401382,11.5704689,0.777288258,17.76224136
2095,7,22,23.34454727,9.245548248,0.233377516,16.29504776
2095,7,23,25.41321182,14.33032608,1.995625496,19.87176895
2095,7,24,24.16809464,14.25455093,0,19.21132278
2095,7,25,24.4168129,15.32568741,6.992177963,19.87125015
2095,7,26,26.93948746,12.59360123,0.132828757,19.76654434
2095,7,27,30.60843277,19.80777359,0.73199892,25.20810318
2095,7,28,24.35956192,12.51181412,4.562397957,18.43568802
2095,7,29,20.08420181,14.38171768,0.489224195,17.23295975
2095,7,30,22.20694351,13.49075699,0,17.84885025
2095,7,31,21.01480484,13.70230484,0.119635791,17.35855484
2095,8,1,21.72970963,10.64450455,0.040947832,16.18710709
2095,8,2,23.63196182,14.15826797,4.33180809,18.8951149
2095,8,3,28.7975502,15.55234146,0,22.17494583
2095,8,4,27.71619034,17.66574478,0,22.69096756
2095,8,5,27.58151627,15.63064957,0,21.60608292
2095,8,6,32.00290298,17.48563004,0.308460236,24.74426651
2095,8,7,28.14868546,18.39523697,0.654282987,23.27196121
2095,8,8,22.99222183,15.66632462,0.280980587,19.32927322
2095,8,9,21.04431534,13.06396866,0,17.054142
2095,8,10,21.29690933,11.40469742,0.01552438,16.35080338
2095,8,11,21.07638931,14.70889664,0,17.89264297
2095,8,12,19.90106583,12.23367691,0,16.06737137
2095,8,13,20.60098648,11.76025772,0,16.1806221
2095,8,14,20.14322281,13.93399429,0.617916405,17.03860855
2095,8,15,19.23437881,13.82785416,1.97045207,16.53111649
2095,8,16,23.24148941,12.42575455,4.393734932,17.83362198
2095,8,17,21.30005264,13.51105118,11.54526043,17.40555191
2095,8,18,20.74994278,12.90472794,0.425932527,16.82733536
2095,8,19,19.09238052,11.97552872,0.166819692,15.53395462
2095,8,20,19.20239639,12.93640518,0.182328403,16.06940079
2095,8,21,24.96155167,11.96802139,0.484507918,18.46478653
2095,8,22,23.0932045,14.81338882,0.305501848,18.95329666
2095,8,23,21.27325821,11.10531998,0,16.18928909
2095,8,24,26.84448624,12.73096085,1.640572786,19.78772354
2095,8,25,22.95959854,15.27969742,0.415305495,19.11964798
2095,8,26,26.97668839,14.76047134,2.407216549,20.86857986
2095,8,27,21.74887466,12.44711685,0.521077514,17.09799576
2095,8,28,17.9036293,11.35855484,0,14.63109207
2095,8,29,20.29886246,9.257389069,0.372276425,14.77812576
2095,8,30,19.2914772,15.96554947,0.345804989,17.62851334
2095,8,31,18.75229263,11.67624283,0,15.21426773
2095,9,1,21.54135513,10.01669693,0.450466186,15.77902603
2095,9,2,20.84540176,15.83517838,3.266468048,18.34029007
2095,9,3,19.04938126,11.69104385,0.114190295,15.37021255
2095,9,4,14.88232803,8.603336334,0,11.74283218
2095,9,5,18.52545547,10.18176651,8.046157837,14.35361099
2095,9,6,18.33633804,14.01849747,2.635565996,16.17741776
2095,9,7,18.00857925,9.834445953,0.022571819,13.9215126
2095,9,8,21.21030045,14.93942642,1.402760386,18.07486343
2095,9,9,20.42337418,11.98147964,16.790411,16.20242691
2095,9,10,19.79162979,8.98846817,0.149248913,14.39004898
2095,9,11,17.7305336,10.57297134,0.029027529,14.15175247
2095,9,12,14.3343544,8.68390274,0.367709994,11.50912857
2095,9,13,14.72470474,7.404178619,0.026725315,11.06444168
2095,9,14,14.31198502,10.51218033,28.80670547,12.41208267
2095,9,15,18.17114639,11.65842056,1.498187065,14.91478348
2095,9,16,17.36810684,9.197177887,0,13.28264236
2095,9,17,21.72888565,10.82968521,0,16.27928543
2095,9,18,21.28073502,14.26584244,0,17.77328873
2095,9,19,20.67538834,16.05124283,24.87930298,18.36331558
2095,9,20,18.89084244,15.76254654,15.29800415,17.32669449
2095,9,21,17.82416153,9.484592438,0,13.65437698
2095,9,22,13.52768326,8.489658356,11.23554802,11.00867081
2095,9,23,11.51044083,7.64950943,0,9.579975128
2095,9,24,11.20465469,7.898593903,0,9.551624298
2095,9,25,15.00540543,7.197452545,0,11.10142899
2095,9,26,16.07022476,5.997226715,0,11.03372574
2095,9,27,14.42929459,10.47919083,5.841136932,12.45424271
2095,9,28,13.21506119,10.03815079,0,11.62660599
2095,9,29,15.48895645,6.897891998,0,11.19342422
2095,9,30,18.13199234,10.19122696,2.617548943,14.16160965
2095,10,1,15.2222023,7.078708649,0.780582368,11.15045547
2095,10,2,10.64969254,6.633518219,2.750303507,8.641605377
2095,10,3,11.78689957,4.942203522,0.382912457,8.364551544
2095,10,4,12.62799454,7.496189117,4.520303249,10.06209183
2095,10,5,10.19885635,6.282169342,3.433767319,8.240512848
2095,10,6,8.954410553,5.493503571,8.355251312,7.223957062
2095,10,7,10.91830826,5.881381989,1.001504064,8.399845123
2095,10,8,13.60086441,6.858005524,18.09380341,10.22943497
2095,10,9,11.18005753,8.534854889,13.26972389,9.857456207
2095,10,10,10.80368423,5.742008209,1.30859971,8.272846222
2095,10,11,11.17328262,4.943943024,0.030771773,8.058612823
2095,10,12,10.89456558,6.627994537,19.69151688,8.76128006
2095,10,13,13.90704727,7.062168121,7.170325756,10.4846077
2095,10,14,9.66135025,4.161197662,0,6.911273956
2095,10,15,13.00455093,6.719577789,0.93289125,9.862064362
2095,10,16,12.07083511,7.433719635,17.53770828,9.752277374
2095,10,17,14.93136978,5.10150528,13.46850204,10.01643753
2095,10,18,8.083957672,4.706607819,0,6.395282745
2095,10,19,16.391819,2.692569494,37.12575531,9.542194247
2095,10,20,17.49383926,11.39343643,8.676171303,14.44363785
2095,10,21,18.0992775,12.71567154,0,15.40747452
2095,10,22,15.46014786,4.554080963,35.74269104,10.00711441
2095,10,23,11.39343643,5.527194977,0.76334703,8.460315704
2095,10,24,10.13040543,4.755649567,0.006709728,7.443027496
2095,10,25,8.55688858,4.614444733,0.043569323,6.585666656
2095,10,26,10.48572159,5.50775528,0,7.996738434
2095,10,27,13.68463516,6.883060455,2.314159155,10.28384781
2095,10,28,12.97726822,6.820041656,0.128123984,9.898654938
2095,10,29,8.835422516,3.126559973,0.069007643,5.980991244
2095,10,30,9.574680328,3.553745031,0,6.56421268
2095,10,31,8.449924469,4.552433014,0,6.501178741
2095,11,1,7.131534576,3.386813879,4.832023621,5.259174228
2095,11,2,6.397098541,2.054416418,1.226925373,4.22575748
2095,11,3,6.45041275,-0.286556393,0,3.081928179
2095,11,4,5.107578278,0.34042725,0,2.724002764
2095,11,5,6.474308014,2.239505529,0,4.356906772
2095,11,6,6.296146393,1.826694369,3.693027973,4.061420381
2095,11,7,6.553775787,0.854556859,0.263687074,3.704166323
2095,11,8,6.471286774,1.967624545,0,4.219455659
2095,11,9,8.646305084,3.954288244,1.159323335,6.300296664
2095,11,10,8.051456451,4.356601715,16.72639465,6.204029083
2095,11,11,8.290409088,3.515262365,0.692452788,5.902835727
2095,11,12,7.603214264,3.305942297,0.890382707,5.45457828
2095,11,13,6.557529449,4.090457916,0.629684985,5.323993683
2095,11,14,5.75094986,-1.832393765,0.468507469,1.959278047
2095,11,15,4.08133316,0.542850316,15.5282383,2.312091738
2095,11,16,3.691806555,0.008518066,1.538218737,1.850162311
2095,11,17,3.835483313,-0.035976563,2.851967573,1.899753375
2095,11,18,4.079898834,0.774204075,0.365525424,2.427051455
2095,11,19,6.288944244,-0.289150387,10.99475193,2.999896929
2095,11,20,5.310459137,0.293765873,0.780506611,2.802112505
2095,11,21,4.434238434,0.921634495,0.669359207,2.677936465
2095,11,22,2.949344397,-1.251217008,0.104550436,0.849063694
2095,11,23,2.764468908,-2.425808191,0,0.169330359
2095,11,24,2.54846549,-2.907863855,0,-0.179699183
2095,11,25,5.751468658,-5.218044281,0.645133555,0.266712189
2095,11,26,11.74924088,0.463748783,0.581451654,6.106494829
2095,11,27,7.393863678,-2.584133387,24.99036789,2.404865146
2095,11,28,2.135440588,-0.784115016,1.85263586,0.675662786
2095,11,29,2.974185705,-1.37014401,0.453910649,0.802020848
2095,11,30,3.347537756,-1.706936002,0,0.820300877
2095,12,1,3.37924552,-3.995815516,0,-0.308284998
2095,12,2,1.994113803,-3.158504725,0,-0.582195461
2095,12,3,2.116336584,0.264133304,0.441258371,1.190234944
2095,12,4,2.871585608,-0.747341335,0.723157942,1.062122136
2095,12,5,3.374912024,0.9324072,0.05410694,2.153659612
2095,12,6,3.258701086,1.355838656,0.789060235,2.307269871
2095,12,7,3.447818518,-2.341823816,3.705229282,0.552997351
2095,12,8,0.244052738,-5.035030365,2.515661001,-2.395488814
2095,12,9,-1.708858609,-4.682613373,0.563752234,-3.195735991
2095,12,10,-1.618435025,-4.119350433,0,-2.868892729
2095,12,11,-1.757167935,-5.833034515,0.77380085,-3.795101225
2095,12,12,-1.305416226,-6.464687347,20.51482201,-3.885051787
2095,12,13,-1.670864224,-7.513027191,1.473479867,-4.591945708
2095,12,14,-1.134456754,-5.799190521,0.192573875,-3.466823637
2095,12,15,-1.341549039,-4.725399017,0,-3.033474028
2095,12,16,-0.752742946,-5.040279388,1.150920272,-2.896511167
2095,12,17,-2.22811532,-11.09554672,8.323860168,-6.661831021
2095,12,18,-2.260341883,-7.690547943,1.480496168,-4.975444913
2095,12,19,-1.409145474,-9.544155121,1.320175052,-5.476650298
2095,12,20,0.887637913,-3.634456873,3.175633907,-1.37340948
2095,12,21,0.776279271,-3.953212976,2.270636082,-1.588466853
2095,12,22,-0.948208034,-5.026119232,0.441713601,-2.987163633
2095,12,23,-1.442043424,-5.695491791,1.652666092,-3.568767607
2095,12,24,-1.349239469,-7.832271576,1.56485343,-4.590755522
2095,12,25,-1.151149869,-8.457424164,0,-4.804287016
2095,12,26,-1.142330289,-9.673122406,7.366780758,-5.407726347
2095,12,27,-3.151790857,-7.103481293,4.981585979,-5.127636075
2095,12,28,-3.520260096,-9.952358246,6.398093224,-6.736309171
2095,12,29,-4.969997406,-10.09542465,0,-7.532711029
2095,12,30,-3.89785409,-11.63204575,1.361399293,-7.764949918
2095,12,31,-3.75823617,-7.262447357,0.169742227,-5.510341763
2096,1,1,0.550815403,-7.190853119,1.780748129,-3.320018858
2096,1,2,1.847019076,-4.661556244,0.052758947,-1.407268584
2096,1,3,-0.154476315,-3.88134408,0.528030634,-2.017910197
2096,1,4,-0.070186764,-6.230922699,0.080879346,-3.150554731
2096,1,5,-2.303646326,-5.255886078,0,-3.779766202
2096,1,6,-1.595089078,-4.686824799,0,-3.140956938
2096,1,7,0.107578129,-6.62505722,2.930723667,-3.258739546
2096,1,8,0.505466282,-4.200893402,4.79767704,-1.84771356
2096,1,9,0.407199711,-3.740169764,0.056826904,-1.666485026
2096,1,10,-0.003414307,-3.821377039,0.824956894,-1.912395673
2096,1,11,-0.120632321,-2.676632166,0,-1.398632243
2096,1,12,2.210330725,-5.334835052,0.77880156,-1.562252164
2096,1,13,2.175082922,-4.849788666,4.71671772,-1.337352872
2096,1,14,-0.223415524,-2.428768396,2.298483372,-1.32609196
2096,1,15,-0.066616207,-3.09429574,5.226697922,-1.580455974
2096,1,16,0.115939945,-5.287960052,0.195219457,-2.586010054
2096,1,17,2.208041906,-7.457912445,0,-2.624935269
2096,1,18,2.10101676,-0.28332153,0.844056964,0.908847615
2096,1,19,2.513156652,-4.771755219,4.738483429,-1.129299283
2096,1,20,1.835697055,-6.579555511,0.515488982,-2.371929228
2096,1,21,3.086337805,-3.695644617,0,-0.304653406
2096,1,22,0.143253177,-2.472652674,0.534327745,-1.164699748
2096,1,23,0.080356449,-3.024441004,1.729359627,-1.472042277
2096,1,24,1.606693149,-5.121730804,0.8198753,-1.757518828
2096,1,25,1.546543002,-4.76934433,1.884848118,-1.611400664
2096,1,26,-0.509609401,-7.948421478,0.723934829,-4.22901544
2096,1,27,-2.557186365,-6.426387787,0,-4.491787076
2096,1,28,0.145786136,-8.197536469,0,-4.025875166
2096,1,29,4.874546051,-5.704006195,4.504107952,-0.414730072
2096,1,30,4.702243805,1.227817416,0.144943386,2.965030611
2096,1,31,4.593570709,1.199680209,15.16800117,2.896625459
2096,2,1,2.953738928,-3.923092127,0,-0.4846766
2096,2,2,0.989230931,-5.809932709,0.368077785,-2.410350889
2096,2,3,-1.283046842,-5.702754974,0.350631773,-3.492900908
2096,2,4,2.913791418,-11.52114487,2.547705173,-4.303676724
2096,2,5,3.384952307,0.769016087,0,2.076984197
2096,2,6,3.571140051,-1.179165006,0,1.195987523
2096,2,7,3.182895422,-3.182796717,0,4.93526E-05
2096,2,8,1.58374393,-1.394558072,0.355203658,0.094592929
2096,2,9,1.438724399,-5.409328461,0.665785074,-1.985302031
2096,2,10,1.410129428,-5.051662445,0,-1.820766509
2096,2,11,2.389285803,-4.579494476,0.043541208,-1.095104337
2096,2,12,0.66553098,-3.367275476,0.078855969,-1.350872248
2096,2,13,0.333988041,-5.139522552,0,-2.402767256
2096,2,14,1.227084994,-4.782924652,0,-1.777919829
2096,2,15,6.205051422,-6.267299652,12.4828577,-0.031124115
2096,2,16,8.588962555,0.242404789,0,4.415683672
2096,2,17,6.353977203,-1.48543942,1.074753165,2.434268892
2096,2,18,3.615024328,-0.860469997,0,1.377277166
2096,2,19,4.263706207,-2.001156092,0.033224404,1.131275058
2096,2,20,4.767154694,0.552951634,0,2.660053164
2096,2,21,3.278140783,-1.076381803,0,1.10087949
2096,2,22,3.762149572,-0.946468532,0,1.40784052
2096,2,23,2.952060461,-1.377834439,0,0.787113011
2096,2,24,3.303897619,-0.896145046,0.136743143,1.203876287
2096,2,25,2.814548254,-1.476131558,4.878590107,0.669208348
2096,2,26,3.651767492,-2.325496912,0.008715986,0.66313529
2096,2,27,3.729312658,-2.452144861,0.266270638,0.638583899
2096,2,28,4.952030182,-0.081874996,0.980940342,2.435077593
2096,3,1,-0.073482662,-3.92242074,1.299000502,-1.997951701
2096,3,2,0.075717777,-4.550502777,0.343914181,-2.2373925
2096,3,3,1.80350101,-2.228969812,0.061420485,-0.212734401
2096,3,4,2.778964758,-4.131221771,0.114510834,-0.676128507
2096,3,5,1.267856479,-3.142360926,0,-0.937252223
2096,3,6,0.449832767,-4.371395111,0,-1.960781172
2096,3,7,1.87860477,-4.835170746,0,-1.478282988
2096,3,8,1.575076938,-3.469936609,0,-0.947429836
2096,3,9,3.162204504,-3.107235193,2.009338379,0.027484655
2096,3,10,3.975070715,-0.001552734,0.030049253,1.98675899
2096,3,11,4.527317047,-0.626796901,0.021242356,1.950260073
2096,3,12,5.79013443,0.712863743,0,3.251499087
2096,3,13,10.39004898,-4.004421234,0.288918763,3.192813873
2096,3,14,10.75400162,0.388278812,0,5.571140215
2096,3,15,6.798679352,-4.061611176,0.182318032,1.368534088
2096,3,16,2.403049231,-0.883327663,0.12070775,0.759860784
2096,3,17,4.545597076,-2.138332605,0,1.203632236
2096,3,18,4.08902359,-1.419643521,0.174970403,1.334690034
2096,3,19,4.0742836,-0.835170925,1.662813663,1.619556338
2096,3,20,4.54617691,-0.785610378,0.012138056,1.880283266
2096,3,21,6.091556549,1.460239291,1.19007349,3.77589792
2096,3,22,6.280857086,1.902011752,0.374481976,4.091434419
2096,3,23,8.062992096,1.18228519,0,4.622638643
2096,3,24,6.692844391,2.67926383,0.103884652,4.686054111
2096,3,25,6.715396881,1.245578647,0,3.980487764
2096,3,26,7.973911285,0.356876224,0,4.165393755
2096,3,27,8.964481354,2.497379065,0,5.730930209
2096,3,28,8.941776276,-0.650539577,1.398266554,4.145618349
2096,3,29,8.975711823,-0.38814941,0.033773329,4.293781206
2096,3,30,9.733798981,4.905857086,0,7.319828033
2096,3,31,10.01294327,2.688632727,0,6.350787997
2096,4,1,6.978885651,1.719974399,0,4.349430025
2096,4,2,7.644077301,0.285129398,0,3.96460335
2096,4,3,8.085056305,2.776492834,0.108234555,5.43077457
2096,4,4,8.192142487,4.202671051,1.471665382,6.197406769
2096,4,5,7.916172028,1.559787631,0.004211169,4.737979829
2096,4,6,10.46014786,-1.302913785,0,4.578617036
2096,4,7,9.923130035,0.949893773,0,5.436511904
2096,4,8,8.156803131,2.269565344,0,5.213184237
2096,4,9,9.923801422,3.103976965,0.512592793,6.513889194
2096,4,10,8.613101959,3.01419425,0.910725594,5.813648105
2096,4,11,9.282779694,1.071536899,0.007128402,5.177158296
2096,4,12,13.5418129,2.647403479,0.057534501,8.094608188
2096,4,13,12.33218765,3.349582434,0.107545786,7.840885043
2096,4,14,10.96448135,3.014499426,0,6.98949039
2096,4,15,12.17544937,4.338230133,0,8.256839752
2096,4,16,11.81625748,5.42697525,0,8.621616364
2096,4,17,11.62628555,3.755161047,0.005672944,7.6907233
2096,4,18,11.08038712,3.263278723,0,7.171832919
2096,4,19,9.81357193,4.27273941,0,7.04315567
2096,4,20,9.767734528,2.977267981,0,6.372501254
2096,4,21,11.93304825,0.119052738,0,6.026050493
2096,4,22,12.15738297,6.005161285,1.081457853,9.081272125
2096,4,23,10.76453018,4.335605621,0,7.550067902
2096,4,24,10.61618423,4.120212555,0.013540615,7.368198395
2096,4,25,11.76358414,2.05426383,0,6.908923984
2096,4,26,13.01993179,5.731510162,0,9.375720978
2096,4,27,13.84445572,5.542758942,0,9.69360733
2096,4,28,15.24649429,5.483005524,0,10.36474991
2096,4,29,17.14319229,6.794498444,0,11.96884537
2096,4,30,16.45486832,8.321781158,0.021630794,12.38832474
2096,5,1,12.99914932,3.980685949,0.123685375,8.489917636
2096,5,2,12.75244522,5.384464264,0.312265366,9.068454742
2096,5,3,12.01477432,4.715122223,0.414338648,8.364948273
2096,5,4,12.79739761,4.115512848,0,8.456455231
2096,5,5,12.88074112,7.756015778,0.057516899,10.31837845
2096,5,6,14.08465958,8.384189606,2.11615634,11.23442459
2096,5,7,16.39325333,9.540775299,0.456970811,12.96701431
2096,5,8,14.41638565,9.650882721,2.195551395,12.03363419
2096,5,9,14.32400894,7.321109772,0,10.82255936
2096,5,10,13.91186905,5.911685944,0,9.911777496
2096,5,11,13.32516861,6.095279694,0,9.710224152
2096,5,12,12.33066177,6.343418121,0,9.337039948
2096,5,13,12.83945084,5.735507965,0,9.287479401
2096,5,14,12.70749283,7.528781891,0.011968581,10.11813736
2096,5,15,11.76483536,5.648410797,0.515975714,8.706623077
2096,5,16,12.64227676,5.576023102,0,9.109149933
2096,5,17,12.0893898,4.47296524,0,8.281177521
2096,5,18,11.50583267,4.775669098,0,8.140750885
2096,5,19,12.34341812,5.176425934,0,8.759922028
2096,5,20,14.50809097,5.167972565,0,9.838031769
2096,5,21,13.66153336,5.85855484,0.501836419,9.760044098
2096,5,22,11.92465591,6.683506012,0.114554822,9.304080963
2096,5,23,12.85974503,3.053592443,0,7.956668735
2096,5,24,14.31650162,6.814731598,0,10.56561661
2096,5,25,15.46258926,4.271213531,0.022305079,9.866901398
2096,5,26,19.46832657,7.998935699,0,13.73363113
2096,5,27,15.71496964,2.576205969,0.828575611,9.145587802
2096,5,28,14.38727188,9.152927399,0,11.77009964
2096,5,29,13.19070816,7.421360016,0,10.30603409
2096,5,30,13.16556168,6.090610504,0,9.62808609
2096,5,31,14.59604263,7.828800201,0,11.21242142
2096,6,1,15.37802505,7.595279694,0,11.48665237
2096,6,2,16.01196671,5.539035797,0,10.77550125
2096,6,3,20.18872452,7.692661285,0,13.9406929
2096,6,4,19.6027565,13.29834366,0,16.45055008
2096,6,5,19.03421402,12.0687294,10.31446457,15.55147171
2096,6,6,19.48544693,11.37268448,0,15.4290657
2096,6,7,19.73657608,10.98581314,0.02843431,15.36119461
2096,6,8,20.66327286,12.1350441,0,16.39915848
2096,6,9,19.22436905,13.63147354,0.892375588,16.4279213
2096,6,10,17.95438004,9.488864899,0,13.72162247
2096,6,11,15.9787941,6.041965485,0.673750103,11.01037979
2096,6,12,15.21326065,5.394870758,0,10.3040657
2096,6,13,17.33893204,4.585361481,0,10.96214676
2096,6,14,18.93899918,9.193119049,0.582137346,14.06605911
2096,6,15,22.59384537,11.01581192,0,16.80482864
2096,6,16,25.00195694,13.47864151,0.047114335,19.24029922
2096,6,17,26.22336197,14.83993912,0.191318884,20.53165054
2096,6,18,23.55173111,14.92004776,0,19.23588943
2096,6,19,23.282444,15.79727554,0.070531085,19.53985977
2096,6,20,22.92483902,13.8442421,0,18.38454056
2096,6,21,22.37485123,10.50943375,0,16.44214249
2096,6,22,24.16910172,10.75128555,0,17.46019363
2096,6,23,25.67834854,12.75040054,0,19.21437454
2096,6,24,25.74606705,14.77252579,0,20.25929642
2096,6,25,21.78616714,9.1652565,0.105383515,15.47571182
2096,6,26,23.18240738,11.88168716,0,17.53204727
2096,6,27,25.41650772,10.94040298,0.0839798,18.17845535
2096,6,28,23.47537613,13.36420059,0,18.41978836
2096,6,29,20.00378799,8.819217682,0,14.41150284
2096,6,30,21.86346817,6.974948883,0.983864665,14.41920853
2096,7,1,23.25690079,14.53821182,32.38610077,18.8975563
2096,7,2,22.97183609,11.34131241,0,17.15657425
2096,7,3,29.11685562,12.21374893,0,20.66530228
2096,7,4,26.50079727,15.13776016,0.186680615,20.81927872
2096,7,5,21.61801529,9.604373932,0,15.61119461
2096,7,6,24.96847916,9.172611237,0,17.0705452
2096,7,7,30.12533951,13.74658585,0,21.93596268
2096,7,8,32.85385513,14.90930557,0,23.88158035
2096,7,9,22.2940712,12.15152359,0.111289427,17.22279739
2096,7,10,22.00351334,10.23248672,0,16.11800003
2096,7,11,24.95544815,10.00781631,0,17.48163223
2096,7,12,23.71854019,14.05929947,10.05934906,18.88891983
2096,7,13,24.28778458,8.829624176,12.46907616,16.55870438
2096,7,14,23.84820938,10.03662491,3.175182819,16.94241714
2096,7,15,19.40542984,13.71545792,10.35502529,16.56044388
2096,7,16,21.23028946,12.53607559,0.033122785,16.88318253
2096,7,17,20.12729263,11.3058815,0.982955933,15.71658707
2096,7,18,21.05801773,10.87170792,0,15.96486282
2096,7,19,24.26111221,10.0629921,0,17.16205215
2096,7,20,26.35138321,13.94678116,0.715206861,20.14908218
2096,7,21,23.85022354,18.53119278,6.888510704,21.19070816
2096,7,22,24.25607681,13.81140518,0,19.033741
2096,7,23,27.11017227,11.60242081,19.99061203,19.35629654
2096,7,24,25.02298355,12.66049576,0,18.84173965
2096,7,25,21.32291031,14.04855728,0.138905376,17.6857338
2096,7,26,21.08600235,15.44607925,0.361961186,18.2660408
2096,7,27,21.44485855,13.98709488,0.006032065,17.71597672
2096,7,28,25.29434586,9.461551666,0.249127656,17.37794876
2096,7,29,26.18677139,19.55145645,0,22.86911392
2096,7,30,24.28549576,16.88058853,0.73592782,20.58304214
2096,7,31,22.50644302,12.73602676,0.163030922,17.62123489
2096,8,1,23.41727066,16.05545425,0.215900004,19.73636246
2096,8,2,21.48624039,13.07321548,0,17.27972794
2096,8,3,21.66754532,12.79321671,0.325064659,17.23038101
2096,8,4,26.26193619,10.00256729,0,18.13225174
2096,8,5,25.46292496,16.41702652,18.657547,20.93997574
2096,8,6,21.81415176,16.36981583,0.17285575,19.0919838
2096,8,7,21.60794449,15.16342545,0.859069586,18.38568497
2096,8,8,24.98645401,12.72595596,0,18.85620499
2096,8,9,25.36658096,18.03439713,2.698075294,21.70048904
2096,8,10,27.29431534,17.64368057,0,22.46899796
2096,8,11,27.28918839,20.26678848,0,23.77798843
2096,8,12,26.22717667,19.43030167,0,22.82873917
2096,8,13,25.8482399,17.3280983,0,21.5881691
2096,8,14,25.29797745,14.73797989,0,20.01797867
2096,8,15,26.87250137,16.87436295,5.679492474,21.87343216
2096,8,16,23.85116959,13.85257339,5.40663147,18.85187149
2096,8,17,21.89532852,14.79086685,0.194364458,18.34309769
2096,8,18,25.41333389,16.64566422,1.436646461,21.02949905
2096,8,19,23.98633194,14.32950211,13.28812122,19.15791702
2096,8,20,22.05746841,11.23355484,0.088133842,16.64551163
2096,8,21,23.54892349,15.29300308,0.194557756,19.42096329
2096,8,22,23.81790543,14.69433975,0,19.25612259
2096,8,23,23.79788589,14.26239395,0.012880655,19.03013992
2096,8,24,24.0992775,14.37982559,0,19.23955154
2096,8,25,22.17599869,15.04654312,0,18.6112709
2096,8,26,20.77258682,12.81677628,0,16.79468155
2096,8,27,22.20459366,12.15851212,0,17.18155289
2096,8,28,22.91778946,12.69028091,0,17.80403519
2096,8,29,23.43405533,13.59988785,0,18.51697159
2096,8,30,22.58932877,13.98846817,0,18.28889847
2096,8,31,19.23318863,11.3704567,0.288067102,15.30182266
